FILENAME,ANIMAL,COUNT
2021-07-31-08-19-39.jpg,WARTHOG,1
2021-07-31-08-20-22.jpg,WARTHOG,3
2021-07-31-08-20-25.jpg,WARTHOG,4
2021-07-31-08-20-29.jpg,WARTHOG,3
2021-07-31-08-20-32.jpg,WARTHOG,1
2021-06-25-14-55-11.jpg,WARTHOG,1
2021-06-25-14-55-23.jpg,WARTHOG,1
2021-06-25-14-56-00.jpg,WARTHOG,3
2021-06-25-14-56-09.jpg,WARTHOG,5
2021-06-25-14-56-13.jpg,WARTHOG,5
2021-06-25-14-56-16.jpg,WARTHOG,5
2021-06-25-14-56-22.jpg,WARTHOG,5
2021-06-25-14-56-26.jpg,WARTHOG,5
2021-06-25-14-56-29.jpg,WARTHOG,5
2021-06-25-14-56-39.jpg,WARTHOG,5
2021-06-25-14-56-45.jpg,WARTHOG,5
2021-06-25-14-56-51.jpg,WARTHOG,5
2021-06-25-14-57-16.jpg,WARTHOG,4
2021-06-25-14-57-49.jpg,WARTHOG,3
2021-06-25-14-58-08.jpg,WARTHOG,4
2021-06-25-14-58-26.jpg,WARTHOG,4
2021-06-25-14-58-35.jpg,WARTHOG,4
2021-06-25-14-59-42.jpg,WARTHOG,4
2021-06-25-14-59-55.jpg,WARTHOG,4
2021-06-25-15-00-01.jpg,WARTHOG,4
2021-06-25-15-01-08.jpg,WARTHOG,5
2021-06-25-15-01-26.jpg,WARTHOG,5
2021-06-25-15-01-38.jpg,WARTHOG,5
2021-06-25-15-01-57.jpg,WARTHOG,5
2021-06-25-15-02-30.jpg,WARTHOG,5
2021-06-25-15-02-43.jpg,WARTHOG,5
2021-06-25-15-02-46.jpg,WARTHOG,6
2021-06-25-15-03-41.jpg,WARTHOG,3
2021-06-25-15-06-18.jpg,IMPALA,1
2021-06-25-15-06-49.jpg,IMPALA,1
2021-06-25-15-08-47.jpg,"IMPALA , WARTHOG","1,2"
2021-06-25-15-09-05.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-09-12.jpg,"IMPALA , WARTHOG","1,2"
2021-06-25-15-09-24.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-10-19.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-10-22.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-10-49.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-10-59.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-11-38.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-12-33.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-13-07.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-13-13.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-13-16.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-13-29.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-13-32.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-13-35.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-13-54.jpg,"IMPALA , WARTHOG","1,4"
2021-06-25-15-14-03.jpg,"IMPALA , WARTHOG","1,4"
2021-06-25-15-17-07.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-17-17.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-18-30.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-21-25.jpg,WARTHOG,3
2021-06-25-15-23-14.jpg,WARTHOG,4
2021-06-25-15-23-20.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-23-48.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-24-03.jpg,"IMPALA , WARTHOG","1,3"
2021-06-25-15-26-13.jpg,WARTHOG,3
2021-06-25-15-31-51.jpg,WARTHOG,2
2021-06-25-15-33-28.jpg,WARTHOG,3
2021-06-25-15-39-54.jpg,WARTHOG,1
2021-06-25-15-40-46.jpg,WARTHOG,1
2021-09-03-17-52-30.jpg,BUSHBUCK,1
2021-09-03-17-52-33.jpg,BUSHBUCK,1
2021-09-03-17-52-37.jpg,BUSHBUCK,1
2021-09-05-10-29-27.jpg,IMPALA,1
2021-09-05-10-29-30.jpg,IMPALA,1
2021-09-05-10-29-34.jpg,IMPALA,1
2021-09-05-10-29-37.jpg,IMPALA,1
2021-09-05-10-29-50.jpg,IMPALA,1
2021-09-05-10-29-53.jpg,IMPALA,1
2021-09-05-10-29-57.jpg,IMPALA,1
2021-09-05-10-30-00.jpg,IMPALA,1
2021-09-05-10-30-03.jpg,IMPALA,2
2021-09-05-10-30-10.jpg,IMPALA,2
2021-09-05-10-30-13.jpg,IMPALA,2
2021-09-05-10-30-29.jpg,IMPALA,2
2021-09-05-10-30-35.jpg,IMPALA,2
2021-09-05-10-30-39.jpg,IMPALA,2
2021-09-05-10-30-42.jpg,IMPALA,2
2021-09-05-10-31-04.jpg,IMPALA,3
2021-09-05-10-31-07.jpg,IMPALA,3
2021-09-05-10-31-20.jpg,IMPALA,3
2021-09-05-10-37-31.jpg,IMPALA,2
2021-09-05-10-37-34.jpg,IMPALA,1
2021-09-05-17-50-56.jpg,WATERBUCK,1
2021-09-05-17-59-09.jpg,BUSHBUCK,1
2021-09-05-17-59-12.jpg,BUSHBUCK,1
2021-09-05-17-59-31.jpg,BUSHBUCK,1
2021-09-14-10-46-51.jpg,IMPALA,1
2021-09-14-10-46-55.jpg,IMPALA,1
2021-09-14-10-46-58.jpg,IMPALA,1
2021-09-14-10-47-56.jpg,IMPALA,4
2021-09-14-10-48-00.jpg,IMPALA,4
2021-09-14-10-48-06.jpg,IMPALA,3
2021-09-14-10-48-13.jpg,IMPALA,5
2021-09-14-10-48-43.jpg,IMPALA,3
2021-09-14-10-48-53.jpg,IMPALA,4
2021-09-14-10-49-00.jpg,IMPALA,4
2021-09-14-10-49-03.jpg,IMPALA,3
2021-09-14-10-49-10.jpg,IMPALA,3
2021-09-14-10-49-13.jpg,IMPALA,3
2021-09-14-10-49-16.jpg,IMPALA,3
2021-09-14-10-49-20.jpg,IMPALA,2
2021-09-14-10-49-24.jpg,IMPALA,2
2021-09-14-10-49-27.jpg,IMPALA,1
2021-09-14-12-22-56.jpg,IMPALA,1
2021-09-14-12-23-00.jpg,IMPALA,1
2021-09-14-12-23-03.jpg,IMPALA,2
2021-09-14-12-23-07.jpg,IMPALA,2
2021-09-14-17-58-12.jpg,WATERBUCK,1
2021-09-15-10-32-34.jpg,IMPALA,1
2021-09-16-13-54-06.jpg,MONKEY,1
2021-09-16-13-54-13.jpg,MONKEY,1
2021-09-18-10-48-36.jpg,IMPALA,2
2021-09-18-10-48-39.jpg,IMPALA,2
2021-09-18-10-49-13.jpg,IMPALA,3
2021-09-18-10-49-16.jpg,IMPALA,3
2021-09-18-10-49-20.jpg,IMPALA,2
2021-09-18-10-49-32.jpg,IMPALA,4
2021-09-18-10-49-39.jpg,IMPALA,3
2021-09-18-10-49-42.jpg,IMPALA,3
2021-09-18-10-49-46.jpg,IMPALA,3
2021-09-18-10-49-49.jpg,IMPALA,2
2021-09-18-10-49-53.jpg,IMPALA,2
2021-09-18-10-49-56.jpg,IMPALA,2
2021-09-18-10-50-01.jpg,IMPALA,2
2021-09-18-10-50-04.jpg,IMPALA,2
2021-09-18-10-50-08.jpg,IMPALA,2
2021-09-18-10-50-11.jpg,IMPALA,1
2021-09-18-10-50-15.jpg,IMPALA,1
2021-09-18-13-22-13.jpg,WARTHOG,1
